text,label
"Smells like teen spirit, a denial, a denial.",0
"We will, we will rock oh pounding our feet on the ground.",0
"Welcome to the jungle, we got fun and games.",0
"I just want to feel this moment, feel yeah light and love.",1
"Don't stop believin', hold on to that feeling.",0
"We will, we will rock uhh pounding our feet on the ground.",0
"Baby, you're a uhh you make me wanna roll my windows down.",1
"Baby, you're a song, you oh me wanna roll my windows down.",1
"We baby love in a hopeless place, bright and beautiful.",1
"I just want yeah feel this moment, feel the light and love.",1
I keep dancing on my umm but now you're gone.,1
"We don't talk anymore, like we used to do.",1
"We uhh we will rock you, pounding our feet on the ground.",0
"You're oh it's true, I can't take my eyes off you.",1
"Knockin' on heaven's door, can't take this anymore.",0
Sweet child o' oh she's got eyes of the bluest skies.,0
"We don't talk anymore, like we used to do.",1
"We don't talk anymore, like we used to do.",1
"Just like a dream, baby best thing in my life.",1
"You're the one that I want, can't get baby out of my head.",1
"I can't get uhh satisfaction, but I try, and I try.",0
"Baby, baby a song, you make me wanna roll my windows down.",1
"Just like a dream, the uhh thing in my life.",1
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"Smells like teen spirit, a denial, a denial.",0
"You're beautiful, yeah true, I can't take my eyes off you.",1
"Just like a dream, the best thing baby my life.",1
"We don't talk anymore, like we used to do.",1
"We don't talk anymore, like we used to do.",1
"umm just want to feel this moment, feel the light and love.",1
"Just like a dream, you know best thing in my life.",1
"Smells like teen spirit, a denial, a denial.",0
"You're beautiful, it's true, I can't take my uhh off you.",1
"Baby, you're a song, you make me oh roll my windows down.",1
"I can't get no satisfaction, but I try, you know I try.",0
"Welcome to the jungle, we got fun and games.",0
"I'm a firework, come on let your colors burst.",1
"I'm a firework, come on let your colors burst.",1
Sweet child o' oh she's got eyes of the bluest skies.,0
"Baby, you're a song, you umm me wanna roll my windows down.",1
"I'm a firework, come on let your colors burst.",1
"Welcome to the jungle, we got fun and games.",0
"We don't talk anymore, like we used to do.",1
"Welcome to the jungle, we got fun and games.",0
"We will, we will rock you, oh our feet on the ground.",0
"It's uhh life, it's now or never, I ain't gonna live forever.",0
"Sweet child o' mine, she's got eyes yeah the bluest skies.",0
"I'm on the uhh to hell, and I'm going down.",0
"We yeah we will rock you, pounding our feet on the ground.",0
"We will, we will rock you, pounding our feet umm the ground.",0
"We will, we will rock you, yeah our feet on the ground.",0
"Baby, you're a song, you make me wanna yeah my windows down.",1
"Smells like teen spirit, a denial, a denial.",0
"Another one bites the dust, and another's gone.",0
"I'm on the highway to hell, and baby going down.",0
"We will, we will rock oh pounding our feet on the ground.",0
"Don't stop believin', hold on to that feeling.",0
"I'm a firework, come on let your colors burst.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Another one bites the dust, and another's gone.",0
"We don't talk anymore, like we used to do.",1
"I'm on top of the world, waiting for you to oh",1
"I'm on top yeah the world, waiting for you to call.",1
"Another one bites the dust, and another's gone.",0
"Another one bites the dust, and another's gone.",0
"Welcome to the jungle, we got fun and games.",0
"We yeah we will rock you, pounding our feet on the ground.",0
"It's my life, it's now or never, I ain't gonna baby forever.",0
"I keep dancing oh my own, but now you're gone.",1
I'm on the highway to uhh and I'm going down.,0
"We don't talk anymore, like we used to do.",1
"You're the one that umm want, can't get you out of my head.",1
"uhh the one that I want, can't get you out of my head.",1
"Welcome to the jungle, we got fun and games.",0
"I'm a firework, come on let your colors burst.",1
"Smells like teen spirit, a denial, a denial.",0
You're the one that I you know can't get you out of my head.,1
"I keep dancing on my own, but now umm gone.",1
"I'm on the baby to hell, and I'm going down.",0
"We will, we will rock umm pounding our feet on the ground.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I'm on the highway to hell, and uhh going down.",0
"Don't stop believin', hold on to that feeling.",0
"You're beautiful, umm true, I can't take my eyes off you.",1
"I'm a firework, come on let your colors burst.",1
I keep dancing on my uhh but now you're gone.,1
"You're the one oh I want, can't get you out of my head.",1
"You're beautiful, it's true, I can't take my yeah off you.",1
"We don't talk anymore, like we used to do.",1
"I can't get no satisfaction, but yeah try, and I try.",0
"I'm a firework, come on let your colors burst.",1
"We found love in a you know place, bright and beautiful.",1
"Another one bites the dust, and another's gone.",0
"I umm want to feel this moment, feel the light and love.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Sweet child o' mine, she's got eyes umm the bluest skies.",0
"Another one bites the dust, and another's gone.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Welcome to the jungle, we got fun and games.",0
"You're beautiful, it's true, yeah can't take my eyes off you.",1
"You're the one that I want, can't get you out uhh my head.",1
"Smells like teen spirit, a denial, a denial.",0
"Don't stop believin', hold on to that feeling.",0
"I'm a firework, come on let your colors burst.",1
"Another one bites the dust, and another's gone.",0
"We don't talk anymore, like we used to do.",1
"Knockin' on heaven's door, can't take this anymore.",0
"I'm a firework, come on let your colors burst.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Baby, you're a song, you make me wanna roll my windows uhh",1
"uhh just want to feel this moment, feel the light and love.",1
"I'm on top of the world, waiting umm you to call.",1
"You're beautiful, it's true, I can't take my eyes baby you.",1
"I keep dancing on my own, but you know you're gone.",1
"yeah will, we will rock you, pounding our feet on the ground.",0
"Smells like teen spirit, a denial, a denial.",0
"It's my life, it's now or never, I oh gonna live forever.",0
You're the one that I umm can't get you out of my head.,1
"Smells like teen spirit, a denial, a denial.",0
"We don't talk anymore, like we used to do.",1
"Another one bites the dust, and another's gone.",0
"Smells like teen spirit, a denial, a denial.",0
"You're the one that I want, can't get you out of uhh head.",1
"umm on top of the world, waiting for you to call.",1
"Don't stop believin', hold on to that feeling.",0
"Knockin' on heaven's door, can't take this anymore.",0
"You're beautiful, it's true, I can't take my eyes baby you.",1
"Knockin' on heaven's door, can't take this anymore.",0
We found love in a hopeless oh bright and beautiful.,1
"You're beautiful, it's true, I can't take my oh off you.",1
"I'm yeah top of the world, waiting for you to call.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Don't stop believin', hold on to that feeling.",0
"We don't talk anymore, like we used to do.",1
"You're beautiful, it's true, I can't take my baby off you.",1
"Smells like teen spirit, a denial, a denial.",0
"You're the one that I want, can't get you out of oh head.",1
"Smells like teen spirit, a denial, a denial.",0
"Don't stop believin', hold on to that feeling.",0
I just want to feel this baby feel the light and love.,1
"Smells like teen spirit, a denial, a denial.",0
"Another one bites the dust, and another's gone.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Another one bites the dust, and another's gone.",0
"It's my life, umm now or never, I ain't gonna live forever.",0
"Another one bites the dust, and another's gone.",0
"You're beautiful, it's yeah I can't take my eyes off you.",1
"We found love in a uhh place, bright and beautiful.",1
"I can't get no satisfaction, uhh I try, and I try.",0
"You're the one that I want, can't you know you out of my head.",1
"We will, we will rock you, pounding our uhh on the ground.",0
"Just umm a dream, the best thing in my life.",1
"I can't get no satisfaction, but I try, oh I try.",0
"I'm on top of the world, waiting for oh to call.",1
"We will, we uhh rock you, pounding our feet on the ground.",0
"We will, we will rock you, pounding our baby on the ground.",0
"Welcome to the jungle, we got fun and games.",0
"I'm on uhh of the world, waiting for you to call.",1
"I'm on the highway to hell, and I'm going oh",0
"I'm a firework, come on let your colors burst.",1
"You're the one that I want, can't get you out baby my head.",1
"Sweet child o' mine, she's got baby of the bluest skies.",0
"Welcome to the jungle, we got fun and games.",0
"I keep dancing on you know own, but now you're gone.",1
"You're beautiful, yeah true, I can't take my eyes off you.",1
"We will, yeah will rock you, pounding our feet on the ground.",0
"Welcome to the jungle, we got fun and games.",0
"I can't get oh satisfaction, but I try, and I try.",0
"I'm a firework, come on let your colors burst.",1
"We found love in a hopeless place, umm and beautiful.",1
"I just want yeah feel this moment, feel the light and love.",1
"You're beautiful, it's true, yeah can't take my eyes off you.",1
"Baby, yeah a song, you make me wanna roll my windows down.",1
"Just like a dream, the oh thing in my life.",1
"Baby, you're a song, you baby me wanna roll my windows down.",1
"oh found love in a hopeless place, bright and beautiful.",1
"We will, we will rock umm pounding our feet on the ground.",0
"Welcome to the jungle, we got fun and games.",0
"umm will, we will rock you, pounding our feet on the ground.",0
"It's my life, it's now or yeah I ain't gonna live forever.",0
"Baby, you're a song, you make me wanna baby my windows down.",1
"Smells like teen spirit, a denial, a denial.",0
"Smells like teen spirit, a denial, a denial.",0
"You're the one that I want, can't oh you out of my head.",1
"It's my life, it's now or never, I oh gonna live forever.",0
"Baby, you're a song, you make me wanna roll yeah windows down.",1
"yeah like a dream, the best thing in my life.",1
"Don't stop believin', hold on to that feeling.",0
"Just yeah a dream, the best thing in my life.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I just want to feel this moment, feel the baby and love.",1
"I'm a firework, come on let your colors burst.",1
"I'm a firework, come on let your colors burst.",1
"I just want to feel oh moment, feel the light and love.",1
"You're beautiful, it's true, I baby take my eyes off you.",1
"Smells like teen spirit, a denial, a denial.",0
"We found love yeah a hopeless place, bright and beautiful.",1
"Don't stop believin', hold on to that feeling.",0
"Baby, you're a song, umm make me wanna roll my windows down.",1
"I'm on the highway to hell, yeah I'm going down.",0
"Don't stop believin', hold on to that feeling.",0
"Another one bites the dust, and another's gone.",0
"We found love in a hopeless place, bright and you know",1
"Don't stop believin', hold on to that feeling.",0
"We found love uhh a hopeless place, bright and beautiful.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Sweet oh o' mine, she's got eyes of the bluest skies.",0
"It's yeah life, it's now or never, I ain't gonna live forever.",0
"It's my life, it's now or never, yeah ain't gonna live forever.",0
"We found love in a hopeless place, uhh and beautiful.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Smells like teen spirit, a denial, a denial.",0
"I keep dancing on oh own, but now you're gone.",1
"I'm on the highway to hell, and I'm going uhh",0
"We don't talk anymore, like we used to do.",1
"You're beautiful, it's true, I can't take my eyes oh you.",1
"We yeah love in a hopeless place, bright and beautiful.",1
"We don't talk anymore, like we used to do.",1
"Don't stop believin', hold on to that feeling.",0
"Smells like teen spirit, a denial, a denial.",0
"I yeah want to feel this moment, feel the light and love.",1
"yeah you're a song, you make me wanna roll my windows down.",1
"Welcome to the jungle, we got fun and games.",0
"I keep dancing on my own, oh now you're gone.",1
"We don't talk anymore, like we used to do.",1
"You're beautiful, it's true, I can't take yeah eyes off you.",1
"you know will, we will rock you, pounding our feet on the ground.",0
"Another one bites the dust, and another's gone.",0
"I'm on the highway to hell, umm I'm going down.",0
"I'm on top of the world, waiting for you baby call.",1
"baby on top of the world, waiting for you to call.",1
"You're the one that I want, can't get you baby of my head.",1
"Sweet child o' mine, she's oh eyes of the bluest skies.",0
"We will, oh will rock you, pounding our feet on the ground.",0
"Welcome to the jungle, we got fun and games.",0
"I just want to baby this moment, feel the light and love.",1
"I keep uhh on my own, but now you're gone.",1
"We umm we will rock you, pounding our feet on the ground.",0
"We will, we will rock you, pounding baby feet on the ground.",0
"Baby, oh a song, you make me wanna roll my windows down.",1
"Baby, you're a song, you make me wanna roll umm windows down.",1
"Smells like teen spirit, a denial, a denial.",0
"Just like a dream, the baby thing in my life.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Welcome to the jungle, we got fun and games.",0
"You're umm it's true, I can't take my eyes off you.",1
"Another one bites the dust, and another's gone.",0
"Don't stop believin', hold on to that feeling.",0
"Knockin' on heaven's door, can't take this anymore.",0
"It's my life, it's now or never, I baby gonna live forever.",0
"We uhh love in a hopeless place, bright and beautiful.",1
"Knockin' on heaven's door, can't take this anymore.",0
"I'm on the highway to hell, and I'm uhh down.",0
"baby on top of the world, waiting for you to call.",1
"I'm on the highway to hell, and I'm you know down.",0
"Welcome to the jungle, we got fun and games.",0
"I'm on top of the world, umm for you to call.",1
"Don't stop believin', hold on to that feeling.",0
"I can't get no satisfaction, but I try, umm I try.",0
"I'm yeah the highway to hell, and I'm going down.",0
I'm on the highway to oh and I'm going down.,0
"Baby, you're a song, you make me wanna roll my windows yeah",1
"You're the one umm I want, can't get you out of my head.",1
"Sweet child o' mine, she's got umm of the bluest skies.",0
"We will, we will rock you, pounding our you know on the ground.",0
"I'm on the highway to hell, umm I'm going down.",0
"Just like a dream, the yeah thing in my life.",1
"Welcome to the jungle, we got fun and games.",0
"Just like a dream, you know best thing in my life.",1
"Don't stop believin', hold on to that feeling.",0
"It's my uhh it's now or never, I ain't gonna live forever.",0
"Baby, you're a song, you make me wanna roll my uhh down.",1
"I'm a firework, come on let your colors burst.",1
"I just want to feel this moment, feel the light uhh love.",1
"Baby, you're a song, baby make me wanna roll my windows down.",1
"Knockin' on heaven's door, can't take this anymore.",0
"It's my life, it's now or never, I ain't gonna baby forever.",0
"Smells like teen spirit, a denial, a denial.",0
"It's my life, it's now or never, I ain't gonna baby forever.",0
"Another one bites the dust, and another's gone.",0
"Sweet child o' mine, umm got eyes of the bluest skies.",0
I'm on the highway to umm and I'm going down.,0
"you know will, we will rock you, pounding our feet on the ground.",0
"Smells like teen spirit, a denial, a denial.",0
"Knockin' on heaven's door, can't take this anymore.",0
You're the one that I umm can't get you out of my head.,1
"Knockin' on heaven's door, can't take this anymore.",0
"I just want to feel this moment, feel yeah light and love.",1
"It's my life, it's now or never, I oh gonna live forever.",0
"baby on top of the world, waiting for you to call.",1
"Smells like teen spirit, a denial, a denial.",0
"We will, we will baby you, pounding our feet on the ground.",0
"We will, we will oh you, pounding our feet on the ground.",0
"Baby, you're a song, yeah make me wanna roll my windows down.",1
"We will, umm will rock you, pounding our feet on the ground.",0
"We found love in a baby place, bright and beautiful.",1
"I yeah get no satisfaction, but I try, and I try.",0
"It's my life, it's now or never, I ain't gonna live yeah",0
"Don't stop believin', hold on to that feeling.",0
"Welcome to the jungle, we got fun and games.",0
"I'm on the highway to hell, and baby going down.",0
"Sweet child o' mine, she's got eyes of the oh skies.",0
"Another one bites the dust, and another's gone.",0
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"I just want baby feel this moment, feel the light and love.",1
"Baby, you're a song, you make me oh roll my windows down.",1
"I keep dancing on my own, but now you're oh",1
"oh just want to feel this moment, feel the light and love.",1
"You're the one that I want, can't get you out umm my head.",1
"We don't talk anymore, like we used to do.",1
"Welcome to the jungle, we got fun and games.",0
"I can't get no satisfaction, but I try, and you know try.",0
"Smells like teen spirit, a denial, a denial.",0
"Welcome to the jungle, we got fun and games.",0
"We don't talk anymore, like we used to do.",1
"You're beautiful, it's true, I can't take my eyes off umm",1
"Baby, you're a song, you umm me wanna roll my windows down.",1
"Don't stop believin', hold on to that feeling.",0
"Just like a dream, the best thing you know my life.",1
"Don't stop believin', hold on to that feeling.",0
"We don't talk anymore, like we used to do.",1
"You're oh one that I want, can't get you out of my head.",1
"I can't get uhh satisfaction, but I try, and I try.",0
"uhh keep dancing on my own, but now you're gone.",1
"Welcome to the jungle, we got fun and games.",0
I just want to feel this uhh feel the light and love.,1
"We don't talk anymore, like we used to do.",1
"Sweet child o' mine, yeah got eyes of the bluest skies.",0
"You're yeah one that I want, can't get you out of my head.",1
"Another one bites the dust, and another's gone.",0
"It's my life, it's now or never, I baby gonna live forever.",0
"oh can't get no satisfaction, but I try, and I try.",0
"Just like a dream, the you know thing in my life.",1
"Smells like teen spirit, a denial, a denial.",0
"Smells like teen spirit, a denial, a denial.",0
"I'm you know the highway to hell, and I'm going down.",0
"Smells like teen spirit, a denial, a denial.",0
"Don't stop believin', hold on to that feeling.",0
"I'm on oh highway to hell, and I'm going down.",0
"We don't talk anymore, like we used to do.",1
"I'm on top of the world, waiting for you to oh",1
"Baby, you know a song, you make me wanna roll my windows down.",1
"I can't you know no satisfaction, but I try, and I try.",0
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"baby on the highway to hell, and I'm going down.",0
"I just you know to feel this moment, feel the light and love.",1
I just want to feel this umm feel the light and love.,1
"We will, we will rock you, pounding our feet oh the ground.",0
"I oh dancing on my own, but now you're gone.",1
"You're the one that I want, can't baby you out of my head.",1
"Smells like teen spirit, a denial, a denial.",0
"Knockin' on heaven's door, can't take this anymore.",0
"You're beautiful, umm true, I can't take my eyes off you.",1
"You're beautiful, it's true, I uhh take my eyes off you.",1
"I just want to you know this moment, feel the light and love.",1
"I'm on the umm to hell, and I'm going down.",0
"We will, we will oh you, pounding our feet on the ground.",0
"It's my life, it's you know or never, I ain't gonna live forever.",0
"I can't get no satisfaction, but baby try, and I try.",0
"Another one bites the dust, and another's gone.",0
"I'm a firework, come on let your colors burst.",1
"You're you know it's true, I can't take my eyes off you.",1
"Smells like teen spirit, a denial, a denial.",0
Just like a oh the best thing in my life.,1
"you know just want to feel this moment, feel the light and love.",1
Just like a umm the best thing in my life.,1
"I'm a firework, come on let your colors burst.",1
"I'm on top of the world, waiting for umm to call.",1
"It's my life, it's now or never, I ain't gonna live baby",0
"Another one bites the dust, and another's gone.",0
"Welcome to the jungle, we got fun and games.",0
"We will, we will rock you, uhh our feet on the ground.",0
"Don't stop believin', hold on to that feeling.",0
"We will, we will rock you, pounding our baby on the ground.",0
"I'm a firework, come on let your colors burst.",1
"I'm on uhh highway to hell, and I'm going down.",0
"Another one bites the dust, and another's gone.",0
"I keep dancing on yeah own, but now you're gone.",1
"I keep uhh on my own, but now you're gone.",1
"Baby, you're a song, you make me wanna uhh my windows down.",1
We found love in a hopeless uhh bright and beautiful.,1
"Baby, you're a song, you make oh wanna roll my windows down.",1
"umm can't get no satisfaction, but I try, and I try.",0
"I can't get no yeah but I try, and I try.",0
"oh found love in a hopeless place, bright and beautiful.",1
"We don't talk anymore, like we used to do.",1
"Don't stop believin', hold on to that feeling.",0
"I can't baby no satisfaction, but I try, and I try.",0
"oh child o' mine, she's got eyes of the bluest skies.",0
"I can't get no satisfaction, but uhh try, and I try.",0
"Smells like teen spirit, a denial, a denial.",0
"I'm a firework, come on let your colors burst.",1
"I'm a firework, come on let your colors burst.",1
"Baby, you're a song, you make me wanna roll my windows you know",1
"I just you know to feel this moment, feel the light and love.",1
Sweet child o' yeah she's got eyes of the bluest skies.,0
"Knockin' on heaven's door, can't take this anymore.",0
"It's yeah life, it's now or never, I ain't gonna live forever.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Another one bites the dust, and another's gone.",0
"You're beautiful, it's true, I yeah take my eyes off you.",1
"Just oh a dream, the best thing in my life.",1
"Sweet child o' mine, she's got eyes of the bluest yeah",0
"I'm on top of the world, umm for you to call.",1
"Baby, you're a song, you make me wanna roll you know windows down.",1
"I'm on the highway to hell, and I'm oh down.",0
"I just want to you know this moment, feel the light and love.",1
"Just like a dream, baby best thing in my life.",1
Just like a oh the best thing in my life.,1
"I can't get no uhh but I try, and I try.",0
Just like a oh the best thing in my life.,1
"Knockin' on heaven's door, can't take this anymore.",0
"Smells like teen spirit, a denial, a denial.",0
"Another one bites the dust, and another's gone.",0
"I can't get no satisfaction, but I try, and I uhh",0
"I'm yeah top of the world, waiting for you to call.",1
"We found love in a hopeless place, oh and beautiful.",1
"You're baby it's true, I can't take my eyes off you.",1
"We will, we will rock you, pounding our feet on oh ground.",0
"you know you're a song, you make me wanna roll my windows down.",1
Sweet child o' you know she's got eyes of the bluest skies.,0
"I'm a firework, come on let your colors burst.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Baby, you're a song, you make yeah wanna roll my windows down.",1
"Sweet child o' mine, she's got eyes oh the bluest skies.",0
"Don't stop believin', hold on to that feeling.",0
"uhh like a dream, the best thing in my life.",1
"I'm a firework, come on let your colors burst.",1
"oh just want to feel this moment, feel the light and love.",1
"Baby, you're a song, you make me yeah roll my windows down.",1
"We don't talk anymore, like we used to do.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Don't stop believin', hold on to that feeling.",0
"I keep dancing on my own, but now you're umm",1
"Smells like teen spirit, a denial, a denial.",0
"We found love in a hopeless place, oh and beautiful.",1
"Knockin' on heaven's door, can't take this anymore.",0
"I'm a firework, come on let your colors burst.",1
"Baby, you're a song, you make me wanna roll my windows oh",1
"I'm on top of the world, waiting for oh to call.",1
"You're beautiful, it's you know I can't take my eyes off you.",1
"Don't stop believin', hold on to that feeling.",0
"It's my life, it's now or never, I ain't gonna live umm",0
"Smells like teen spirit, a denial, a denial.",0
"I'm on the highway to hell, and I'm going baby",0
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"I can't get no satisfaction, but I oh and I try.",0
"I'm a firework, come on let your colors burst.",1
"Don't stop believin', hold on to that feeling.",0
"Smells like teen spirit, a denial, a denial.",0
"Welcome to the jungle, we got fun and games.",0
"We don't talk anymore, like we used to do.",1
"I just want umm feel this moment, feel the light and love.",1
"Another one bites the dust, and another's gone.",0
"You're the oh that I want, can't get you out of my head.",1
We found love in a hopeless oh bright and beautiful.,1
"You're oh it's true, I can't take my eyes off you.",1
"uhh on the highway to hell, and I'm going down.",0
"Sweet child o' mine, she's got eyes you know the bluest skies.",0
"I'm on top of the world, waiting for you to uhh",1
"Baby, you're a song, you make me wanna roll yeah windows down.",1
I'm on the highway to yeah and I'm going down.,0
"It's my life, it's baby or never, I ain't gonna live forever.",0
"You're you know it's true, I can't take my eyes off you.",1
"We don't talk anymore, like we used to do.",1
"Just like umm dream, the best thing in my life.",1
"Baby, you're a song, umm make me wanna roll my windows down.",1
"I oh dancing on my own, but now you're gone.",1
"Another one bites the dust, and another's gone.",0
"Sweet child o' mine, she's got eyes of the bluest uhh",0
"We found love in a hopeless place, bright uhh beautiful.",1
"I'm on the umm to hell, and I'm going down.",0
"Sweet yeah o' mine, she's got eyes of the bluest skies.",0
"I'm a firework, come on let your colors burst.",1
"I'm a firework, come on let your colors burst.",1
"I'm a firework, come on let your colors burst.",1
"It's my life, it's now you know never, I ain't gonna live forever.",0
"I can't get no satisfaction, but I baby and I try.",0
"We will, we will rock you, pounding our feet baby the ground.",0
I'm on top of the yeah waiting for you to call.,1
"You're beautiful, it's yeah I can't take my eyes off you.",1
"I can't get no yeah but I try, and I try.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I'm on top of the world, uhh for you to call.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Knockin' on heaven's door, can't take this anymore.",0
"uhh you're a song, you make me wanna roll my windows down.",1
"It's my life, it's now you know never, I ain't gonna live forever.",0
"Just like a dream, the best you know in my life.",1
"I'm a firework, come on let your colors burst.",1
"Sweet child oh mine, she's got eyes of the bluest skies.",0
I'm on top of the you know waiting for you to call.,1
"Don't stop believin', hold on to that feeling.",0
"Another one bites the dust, and another's gone.",0
"Baby, you're a song, you make me you know roll my windows down.",1
"You're the one oh I want, can't get you out of my head.",1
You're the one that I yeah can't get you out of my head.,1
"We don't talk anymore, like we used to do.",1
"I oh want to feel this moment, feel the light and love.",1
"I can't oh no satisfaction, but I try, and I try.",0
"Smells like teen spirit, a denial, a denial.",0
"We uhh love in a hopeless place, bright and beautiful.",1
"Welcome to the jungle, we got fun and games.",0
"We will, we will rock you, pounding yeah feet on the ground.",0
"Smells like teen spirit, a denial, a denial.",0
"Just like you know dream, the best thing in my life.",1
"Don't stop believin', hold on to that feeling.",0
"I keep umm on my own, but now you're gone.",1
"baby just want to feel this moment, feel the light and love.",1
"I'm on top of the world, waiting for you to yeah",1
"I can't uhh no satisfaction, but I try, and I try.",0
"you know on the highway to hell, and I'm going down.",0
"I just want to uhh this moment, feel the light and love.",1
"Welcome to the jungle, we got fun and games.",0
"It's my life, it's baby or never, I ain't gonna live forever.",0
"Sweet child o' mine, she's got eyes of the bluest oh",0
"We don't talk anymore, like we used to do.",1
"I'm on top of baby world, waiting for you to call.",1
"You're the one that I want, can't get you out uhh my head.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Just like a dream, the best umm in my life.",1
"Another one bites the dust, and another's gone.",0
"I you know get no satisfaction, but I try, and I try.",0
"Just like umm dream, the best thing in my life.",1
"Smells like teen spirit, a denial, a denial.",0
"I'm umm the highway to hell, and I'm going down.",0
"Baby, you're a song, you make me yeah roll my windows down.",1
"It's my life, it's you know or never, I ain't gonna live forever.",0
"Just like a dream, the best thing in oh life.",1
"Baby, baby a song, you make me wanna roll my windows down.",1
"you know on top of the world, waiting for you to call.",1
"I'm on the highway to hell, and baby going down.",0
"I'm a firework, come on let your colors burst.",1
"You're the one that I want, can't get you oh of my head.",1
"uhh will, we will rock you, pounding our feet on the ground.",0
"baby keep dancing on my own, but now you're gone.",1
"Sweet child o' mine, she's got eyes of the oh skies.",0
"Smells like teen spirit, a denial, a denial.",0
"I yeah want to feel this moment, feel the light and love.",1
"Don't stop believin', hold on to that feeling.",0
"Just like a dream, the best thing in my oh",1
Sweet child o' baby she's got eyes of the bluest skies.,0
"Smells like teen spirit, a denial, a denial.",0
"Smells like teen spirit, a denial, a denial.",0
"I'm a firework, come on let your colors burst.",1
"Sweet child you know mine, she's got eyes of the bluest skies.",0
"Another one bites the dust, and another's gone.",0
"I'm on the highway to hell, and I'm going yeah",0
"Another one bites the dust, and another's gone.",0
"Baby, you're a oh you make me wanna roll my windows down.",1
"Don't stop believin', hold on to that feeling.",0
"We will, we will rock you, pounding our feet on the baby",0
"uhh can't get no satisfaction, but I try, and I try.",0
"Baby, you're a song, umm make me wanna roll my windows down.",1
"We don't talk anymore, like we used to do.",1
"I keep dancing on my own, but baby you're gone.",1
"I baby want to feel this moment, feel the light and love.",1
"Another one bites the dust, and another's gone.",0
"I'm on the highway you know hell, and I'm going down.",0
"We will, we will rock you, pounding our feet uhh the ground.",0
"Another one bites the dust, and another's gone.",0
"I just want to feel this moment, feel the umm and love.",1
"Another one bites the dust, and another's gone.",0
"You're the one that I want, uhh get you out of my head.",1
Sweet child o' oh she's got eyes of the bluest skies.,0
"I'm a firework, come on let your colors burst.",1
"We don't talk anymore, like we used to do.",1
"umm child o' mine, she's got eyes of the bluest skies.",0
"I'm a firework, come on let your colors burst.",1
"We will, we will rock you, pounding our feet on you know ground.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Knockin' on heaven's door, can't take this anymore.",0
I'm on the highway to you know and I'm going down.,0
"Sweet child o' mine, she's got eyes of yeah bluest skies.",0
"Another one bites the dust, and another's gone.",0
"We found love in a hopeless place, bright oh beautiful.",1
"I'm on top of the world, waiting for you you know call.",1
"Just like you know dream, the best thing in my life.",1
"I'm on top of you know world, waiting for you to call.",1
"Smells like teen spirit, a denial, a denial.",0
"It's my life, it's now or never, baby ain't gonna live forever.",0
"Another one bites the dust, and another's gone.",0
"baby keep dancing on my own, but now you're gone.",1
"I oh dancing on my own, but now you're gone.",1
"you know child o' mine, she's got eyes of the bluest skies.",0
"baby on the highway to hell, and I'm going down.",0
"You're beautiful, it's you know I can't take my eyes off you.",1
"Baby, you're a song, you make me umm roll my windows down.",1
"You're the one that I want, can't get you yeah of my head.",1
"We baby love in a hopeless place, bright and beautiful.",1
"Don't stop believin', hold on to that feeling.",0
"Sweet child o' mine, she's baby eyes of the bluest skies.",0
"Smells like teen spirit, a denial, a denial.",0
"We don't talk anymore, like we used to do.",1
"Just oh a dream, the best thing in my life.",1
"Smells like teen spirit, a denial, a denial.",0
"We don't talk anymore, like we used to do.",1
"Just like you know dream, the best thing in my life.",1
"I can't umm no satisfaction, but I try, and I try.",0
"Sweet child o' mine, she's got eyes of the bluest you know",0
"It's my life, it's now or never, umm ain't gonna live forever.",0
"We found love in a hopeless place, bright and umm",1
"Baby, you're a song, you make me wanna roll you know windows down.",1
"Welcome to the jungle, we got fun and games.",0
"We don't talk anymore, like we used to do.",1
"I can't get no satisfaction, but I try, and I umm",0
"Sweet child o' mine, she's got oh of the bluest skies.",0
"Baby, you're a song, you make me wanna roll my windows uhh",1
"It's my life, it's now or never, uhh ain't gonna live forever.",0
"Smells like teen spirit, a denial, a denial.",0
"I'm a firework, come on let your colors burst.",1
